mz,intensity
1.552184061353784728e+02,2.779361021592786224e-02
1.555185061687228938e+02,4.681726972383964264e-02
1.558186062020673432e+02,2.677907702596032252e-02
1.561187062354117927e+02,6.398125060222603633e-02
1.564188062687562422e+02,4.312252256871655642e-02
1.567189063021006916e+02,2.649931401094404032e-02
1.570190063354451411e+02,0.000000000000000000e+00
1.573191063687895905e+02,9.618387651644945413e-03
1.576192064021340400e+02,5.740500438669654537e-02
1.579193064354784894e+02,3.455205121782028987e-02
1.582194064688229389e+02,2.979818751052672882e-02
1.585195065021673884e+02,6.822309583095348406e-02
1.588196065355118378e+02,9.603277541010677570e-03
1.591197065688562873e+02,2.344213518656334400e-02
1.594198066022007367e+02,2.560340197702936499e-02
1.597199066355451862e+02,4.668260667590222457e-02
1.600200066688896072e+02,2.158670940555407897e-02
1.603201067022340567e+02,2.249146106034412979e-02
1.606202067355785061e+02,2.560092583916727393e-03
1.609203067689229556e+02,4.915419436406395087e-02
1.612204068022674051e+02,5.059498788568627531e-02
1.615205068356118545e+02,2.485053421623540509e-02
1.618206068689563040e+02,3.755161583955783644e-02
1.621207069023007534e+02,8.339526802531006811e-03
1.624208069356452029e+02,2.466470825552112556e-02
1.627209069689896523e+02,6.156940741008656848e-02
1.630210070023341018e+02,3.663532005361955918e-02
1.633211070356785513e+02,8.003919718418801843e-02
1.636212070690230007e+02,1.800020473753878580e-02
1.639213071023674502e+02,4.526279504983911350e-02
1.642214071357118996e+02,2.966095718995937630e-02
1.645215071690563491e+02,4.480232245360877413e-02
1.648216072024007985e+02,3.325755962396292204e-02
1.651217072357452480e+02,2.209458017689958781e-02
1.654218072690896975e+02,1.588390162004754691e-02
1.657219073024341469e+02,9.447560979506194889e-02
1.660220073357785964e+02,3.152756009304321511e-02
1.663221073691230458e+02,0.000000000000000000e+00
1.666222074024674953e+02,1.994448422531849494e-02
1.669223074358119447e+02,4.639974863969006241e-02
1.672224074691563942e+02,2.276220909550233373e-02
1.675225075025008437e+02,5.989569572932372521e-02
1.678226075358452931e+02,5.266010557101175049e-02
1.681227075691897426e+02,2.949171454706061429e-02
1.684228076025341920e+02,2.302149841805263553e-02
1.687229076358786415e+02,1.229811409405745515e-02
1.690230076692230625e+02,1.832411133523394187e-02
1.693231077025675120e+02,2.790883599989739394e-03
1.696232077359119614e+02,5.627297272373627673e-02
1.699233077692564109e+02,6.393136719017178393e-02
1.702234078026008604e+02,6.927901172866256230e-03
1.705235078359453098e+02,8.351324492390416881e-03
1.708236078692897593e+02,0.000000000000000000e+00
1.711237079026342087e+02,1.257958795604638413e-02
1.714238079359786582e+02,0.000000000000000000e+00
1.717239079693231076e+02,8.886866897509990149e-03
1.720240080026675571e+02,5.761018136791119099e-02
1.723241080360119781e+02,2.469888176429609061e-02
1.726242080693564276e+02,4.864551102367101199e-02
1.729243081027008770e+02,2.171697730725585807e-02
1.732244081360453265e+02,6.665327830063103032e-02
1.735245081693897760e+02,3.536891049297263140e-02
1.738246082027342254e+02,2.369017127428209302e-02
1.741247082360786749e+02,8.232541477985449996e-02
1.744248082694231243e+02,2.473526817197532063e-02
1.747249083027675738e+02,6.749066138208231064e-03
1.750250083361120232e+02,3.516162069711632754e-02
1.753251083694564727e+02,3.029766992276565832e-02
1.756252084028009222e+02,5.235287706498329557e-02
1.759253084361453716e+02,1.254679079207719761e-02
1.762254084694898211e+02,4.702796180545636140e-02
1.765255085028342705e+02,4.794381967519439902e-02
1.768256085361787200e+02,1.749140722700281633e-02
1.771257085695231694e+02,3.406741415590223282e-02
1.774258086028676189e+02,1.414595645276306435e-02
1.777259086362120684e+02,7.763670152580638695e-02
1.780260086695565178e+02,1.659837845040632726e-02
1.783261087029009673e+02,2.158139787357451350e-02
1.786262087362454167e+02,9.288932917385053084e-03
1.789263087695898662e+02,2.364716611517127254e-02
1.792264088029343156e+02,3.041706303102502049e-02
1.795265088362787651e+02,4.585645387303860510e-02
1.798266088696232146e+02,1.825812340970188810e-02
1.801267089029676640e+02,2.672066173320137433e-02
1.804268089363121135e+02,2.075739349889860197e-03
1.807269089696565629e+02,1.382797083349647516e-02
1.810270090030010124e+02,8.546375980520933002e-02
1.813271090363454618e+02,5.114517192361560383e-02
1.816272090696898829e+02,1.466563442203443549e-02
1.819273091030343323e+02,3.521086781030340757e-03
1.822274091363787818e+02,1.073340195766228633e-02
1.825275091697232313e+02,2.978838028886059489e-02
1.828276092030676807e+02,3.089500539400754503e-02
1.831277092364121302e+02,1.529260421823054952e-02
1.834278092697565796e+02,4.428809135851100032e-03
1.837279093031010291e+02,5.858946753166306698e-02
1.840280093364454785e+02,3.915832316676432640e-02
1.843281093697899280e+02,2.261708919457877318e-02
1.846282094031343775e+02,2.568018051545604974e-02
1.849283094364787985e+02,1.948887106270685149e-02
1.852284094698232479e+02,0.000000000000000000e+00
1.855285095031676974e+02,3.236823246872180121e-02
1.858286095365121469e+02,8.633549219315618528e-03
1.861287095698565963e+02,9.981316162770897948e-03
1.864288096032010458e+02,1.722144254073630643e-02
1.867289096365454952e+02,4.466553769063759394e-02
1.870290096698899447e+02,6.602824623427906714e-03
1.873291097032343941e+02,1.322873981818500216e-03
1.876292097365788436e+02,4.280173232894218111e-02
1.879293097699232931e+02,4.508938204954032053e-02
1.882294098032677425e+02,1.082176856441703292e-02
1.885295098366121920e+02,4.124796074988801992e-02
1.888296098699566414e+02,2.416804882415034966e-02
1.891297099033010909e+02,3.602835689777129924e-02
1.894298099366455403e+02,4.786249303268316074e-03
1.897299099699899898e+02,4.666741086772770164e-02
1.900300100033344393e+02,5.407989314790714180e-02
1.903301100366788887e+02,4.276249588004737978e-02
1.906302100700233382e+02,4.119527206468112657e-02
1.909303101033677876e+02,0.000000000000000000e+00
1.912304101367122371e+02,3.525932308379213509e-02
1.915305101700566865e+02,2.954863434948387657e-02
1.918306102034011360e+02,2.712856563357708695e-02
1.921307102367455855e+02,1.747097289274666954e-02
1.924308102700900349e+02,3.120401021165749439e-02
1.927309103034344844e+02,3.835435713868658170e-02
1.930310103367789338e+02,2.485266358845445236e-02
1.933311103701233833e+02,2.087948028451931670e-02
1.936312104034678327e+02,5.475969310618564179e-02
1.939313104368122822e+02,8.077045029963234729e-03
1.942314104701567317e+02,5.080837678621559494e-02
1.945315105035011527e+02,3.376352194959152814e-02
1.948316105368456022e+02,1.416427256711541918e-02
1.951317105701900516e+02,2.447497200074601198e-02
1.954318106035345011e+02,1.190007260332452341e-02
1.957319106368789505e+02,4.382767862730883868e-02
1.960320106702234000e+02,3.731197447221459157e-02
1.963321107035678494e+02,1.924667252955544403e-02
1.966322107369122989e+02,8.367991080167568735e-03
1.969323107702567484e+02,3.647754259710535990e-02
1.972324108036011978e+02,4.962289784586741692e-02
1.975325108369456473e+02,2.823152516011055019e-02
1.978326108702900683e+02,3.890947665933940786e-02
1.981327109036345178e+02,2.305719875092365409e-02
1.984328109369789672e+02,3.196571109559952217e-02
1.987329109703234167e+02,2.482698986971926605e-02
1.990330110036678661e+02,3.657510001178361503e-02
1.993331110370123156e+02,5.485155817582139381e-04
1.996332110703567650e+02,4.369947166286322626e-02
1.999333111037012145e+02,2.634797170221271634e-02
2.002334111370456640e+02,3.840194494961034904e-02
2.005335111703901134e+02,2.507370423732414172e-02
2.008336112037345629e+02,3.976298022334785048e-02
2.011337112370790123e+02,1.510882914126717227e-02
2.014338112704234618e+02,6.690428929058667151e-02
2.017339113037679112e+02,2.164089250151728094e-02
2.020340113371123607e+02,5.749407043440638021e-02
2.023341113704568102e+02,1.206783749351820895e-01
2.026342114038012596e+02,2.037112680815535426e-01
2.029343114371457091e+02,2.641203507830660047e-01
2.032344114704901585e+02,3.651667991140329361e-01
2.035345115038346080e+02,4.772906127406262855e-01
2.038346115371790574e+02,6.516469810472168556e-01
2.041347115705235069e+02,8.021836456244882951e-01
2.044348116038679564e+02,9.603923218517748106e-01
2.047349116372124058e+02,1.019963545933534554e+00
2.050350116705568553e+02,1.000678090622746597e+00
2.053351117039013047e+02,1.034039312714426950e+00
2.056352117372457542e+02,8.931774373306679005e-01
2.059353117705902037e+02,7.523250667606055098e-01
2.062354118039346531e+02,6.500685102828999140e-01
2.065355118372791026e+02,4.720183241606067948e-01
2.068356118706235520e+02,3.350984613791810340e-01
2.071357119039680015e+02,2.417077829180299953e-01
2.074358119373124225e+02,1.765354419356339744e-01
2.077359119706568720e+02,1.264816060057590841e-01
2.080360120040013214e+02,4.557813611691108324e-02
2.083361120373457709e+02,9.335415094096924382e-02
2.086362120706902203e+02,6.156226296666163222e-02
2.089363121040346698e+02,2.957862215802834274e-02
2.092364121373791193e+02,1.822192439310590939e-02
2.095365121707235687e+02,1.411170155647313920e-02
2.098366122040680182e+02,3.554397200413458857e-02
2.101367122374124676e+02,2.000106871296497557e-02
2.104368122707569171e+02,1.767157831345385344e-02
2.107369123041013381e+02,4.924887190497688472e-02
2.110370123374457876e+02,4.038711204530548438e-02
2.113371123707902370e+02,2.528265545838634734e-02
2.116372124041346865e+02,4.793995652177254069e-02
2.119373124374791360e+02,6.068492324036452862e-02
2.122374124708235854e+02,1.153083802219093471e-02
2.125375125041680349e+02,2.143930610809299461e-02
2.128376125375124843e+02,5.244289631718085376e-02
2.131377125708569338e+02,4.805551191892957347e-02
2.134378126042013832e+02,3.829783797235886827e-02
2.137379126375458327e+02,5.710035879304313500e-02
2.140380126708902822e+02,1.217668360071872541e-02
2.143381127042347316e+02,4.448048572708904191e-03
2.146382127375791811e+02,1.679144403010524034e-02
2.149383127709236305e+02,3.666415276597102119e-02
2.152384128042680800e+02,1.838410362460738204e-02
2.155385128376125294e+02,2.465492765050680130e-02
2.158386128709569789e+02,1.499361817057985602e-02
2.161387129043014284e+02,2.218024024580307618e-02
2.164388129376458778e+02,1.458914879579430862e-02
2.167389129709903273e+02,4.213114937383864028e-02
2.170390130043347767e+02,5.077743529114120413e-02
2.173391130376792262e+02,2.536933489868535563e-02
2.176392130710236756e+02,3.093242307006997122e-02
2.179393131043681251e+02,2.355741275278643715e-02
2.182394131377125746e+02,4.590424802536562793e-02
2.185395131710570240e+02,3.716233258912813447e-02
2.188396132044014735e+02,6.736716077426441185e-02
2.191397132377459229e+02,1.367821005241408316e-02
2.194398132710903724e+02,4.294214001822191373e-02
2.197399133044348218e+02,4.467716262954351397e-02
2.200400133377792429e+02,2.869457524804456053e-02
2.203401133711236923e+02,4.768089870688559800e-02
2.206402134044681418e+02,7.347388117316926842e-03
2.209403134378125912e+02,7.860230803822151890e-02
2.212404134711570407e+02,9.494539971135571021e-03
2.215405135045014902e+02,5.484152500258013263e-02
2.218406135378459396e+02,1.413363991927239771e-02
2.221407135711903891e+02,5.968522455005832034e-02
2.224408136045348385e+02,2.908430426683519116e-02
2.227409136378792880e+02,4.006120794547210484e-02
2.230410136712237374e+02,3.807332769070597561e-02
2.233411137045681585e+02,5.913556862252430935e-02
2.236412137379126079e+02,3.080509679455685143e-02
2.239413137712570574e+02,0.000000000000000000e+00
2.242414138046015069e+02,2.226733696829786072e-02
2.245415138379459563e+02,4.126005404322201364e-02
2.248416138712904058e+02,2.889443705670531604e-02
2.251417139046348552e+02,5.321890387247071863e-02
2.254418139379793047e+02,5.824839789627327818e-02
2.257419139713237541e+02,3.510647162922854447e-02
2.260420140046682036e+02,8.389721752450528258e-03
2.263421140380126531e+02,6.598731882043046282e-02
2.266422140713571025e+02,6.008713193745651715e-02
2.269423141047015520e+02,3.256493603018746630e-02
2.272424141380460014e+02,8.083786828252596812e-02
2.275425141713904509e+02,3.181856980835045395e-02
2.278426142047349003e+02,1.617829419532384669e-02
2.281427142380793498e+02,3.592845314618170471e-02
2.284428142714237993e+02,6.072844592381652223e-02
2.287429143047682487e+02,2.054916204659959153e-02
2.290430143381126982e+02,7.844979410927127583e-02
2.293431143714571476e+02,2.162242514116532316e-02
2.296432144048015971e+02,5.876963987423190761e-02
2.299433144381460465e+02,5.069926756191367456e-02
2.302434144714904960e+02,3.685827818343231227e-02
2.305435145048349455e+02,6.168004452914700037e-02
2.308436145381793949e+02,1.020393372418976208e-02
2.311437145715238444e+02,6.748242140716954884e-02
2.314438146048682654e+02,3.918892549832574124e-02
2.317439146382127149e+02,2.974605832340634914e-02
2.320440146715571643e+02,5.571093091937708019e-02
2.323441147049016138e+02,6.205863879484541101e-02
2.326442147382460632e+02,5.639029012805975988e-02
2.329443147715905127e+02,8.111868783075576461e-02
2.332444148049349621e+02,6.287786217123601806e-02
2.335445148382794116e+02,6.706869430159052847e-02
2.338446148716238611e+02,3.073698806395180547e-02
2.341447149049683105e+02,4.380092401590309631e-02
2.344448149383127600e+02,5.306675063594190611e-02
2.347449149716572094e+02,4.158936592604074722e-02
2.350450150050016589e+02,4.811448043251313755e-02
2.353451150383461083e+02,5.074188189578595493e-02
2.356452150716905578e+02,5.924311365762648801e-02
2.359453151050350073e+02,4.046493635345257966e-02
2.362454151383794567e+02,3.564043104271874540e-02
2.365455151717239062e+02,2.620981800389357574e-02
2.368456152050683556e+02,2.508160675480150537e-02
2.371457152384128051e+02,6.650579881865197052e-02
2.374458152717572545e+02,4.150725632087030187e-02
2.377459153051016756e+02,5.907786839550038804e-02
2.380460153384461250e+02,1.753337347009064837e-02
2.383461153717905745e+02,4.859324819710020282e-03
2.386462154051350240e+02,2.278325789748508398e-02
2.389463154384794734e+02,6.684036835505369201e-02
2.392464154718239229e+02,6.541246720047275143e-02
2.395465155051683723e+02,5.083511481729643955e-02
2.398466155385128218e+02,2.829469069800033196e-02
2.401467155718572712e+02,4.186611060398934964e-02
2.404468156052017207e+02,3.867133415730699547e-02
2.407469156385461702e+02,3.787175960645908224e-02
2.410470156718906196e+02,0.000000000000000000e+00
2.413471157052350691e+02,2.790293913883177754e-02
2.416472157385795185e+02,4.140483056223016878e-02
2.419473157719239680e+02,7.568137487427327448e-02
2.422474158052684174e+02,4.871375283987916527e-02
2.425475158386128669e+02,7.366298331674518696e-02
2.428476158719573164e+02,3.791765046929161664e-02
2.431477159053017658e+02,4.088482494118043931e-02
2.434478159386462153e+02,0.000000000000000000e+00
2.437479159719906647e+02,5.549949673305562547e-02
2.440480160053351142e+02,5.732227207185790208e-02
2.443481160386795352e+02,8.180321287207842351e-02
2.446482160720239847e+02,3.694067532843057361e-02
2.449483161053684341e+02,4.870703783611338850e-02
2.452484161387128836e+02,3.286162955650628187e-02
2.455485161720573331e+02,2.359545171846650496e-02
2.458486162054017825e+02,3.300700012199146716e-02
2.461487162387462320e+02,4.051790912639071512e-02
2.464488162720906814e+02,7.467550567334679812e-02
2.467489163054351309e+02,4.775997960450057561e-02
2.470490163387795803e+02,3.205398238705733927e-02
2.473491163721240298e+02,5.085168635275456872e-02
2.476492164054684793e+02,5.251491988580816311e-02
2.479493164388129287e+02,3.478831801374583643e-02
2.482494164721573782e+02,7.132719298337354685e-02
2.485495165055018276e+02,1.084519048928830887e-02
2.488496165388462771e+02,4.449100172243712625e-02
2.491497165721907265e+02,6.221301126152915806e-02
2.494498166055351760e+02,2.229289648223960890e-02
2.497499166388796255e+02,5.643653159042699013e-02
2.500500166722240749e+02,7.521927175216056027e-02
2.503501167055685244e+02,5.858482610858467554e-02
2.506502167389129454e+02,1.585821954097395292e-02
2.509503167722573949e+02,3.524755448670342795e-02
2.512504168056018443e+02,7.460757033306802954e-02
2.515505168389462938e+02,5.607825659879382696e-02
2.518506168722907432e+02,5.006441606325479077e-02
2.521507169056351927e+02,5.923563513847546202e-02
2.524508169389796421e+02,6.498260748625214744e-02
2.527509169723240916e+02,3.654229738361804147e-02
2.530510170056685411e+02,4.505353408943255089e-02
2.533511170390129905e+02,5.386969376606288301e-02
2.536512170723574400e+02,4.028209448871615528e-02
2.539513171057018894e+02,4.864198054193972359e-02
2.542514171390463389e+02,7.741813593129658055e-02
2.545515171723907883e+02,3.225391018995470149e-02
2.548516172057352378e+02,9.029307780285017460e-02
2.551517172390796873e+02,8.949612824849823012e-02
2.554518172724241367e+02,1.778976155636577405e-02
2.557519173057685862e+02,4.938729075803899998e-02
2.560520173391130356e+02,5.921064493000819523e-02
2.563521173724574851e+02,3.728832860519724901e-02
2.566522174058019345e+02,3.783293605805393423e-02
2.569523174391463272e+02,4.805487855636591393e-02
2.572524174724908335e+02,6.773524280858640723e-02
2.575525175058352261e+02,4.287332672068794315e-02
2.578526175391797324e+02,8.978202767461998524e-02
2.581527175725241250e+02,5.919559660204841423e-02
2.584528176058686313e+02,5.149238482859383459e-02
2.587529176392130239e+02,8.267665869200403750e-02
2.590530176725575302e+02,6.636445558726633553e-02
2.593531177059019228e+02,6.137171781919811830e-02
2.596532177392464291e+02,4.751010090944216002e-02
2.599533177725908217e+02,9.055931447199642992e-02
2.602534178059353280e+02,7.066248673119113199e-02
2.605535178392797206e+02,5.050403182926539725e-02
2.608536178726242269e+02,2.317422178639223784e-02
2.611537179059686196e+02,6.232291631237589502e-02
2.614538179393131259e+02,3.213449053743601402e-02
2.617539179726575185e+02,2.083549828731549869e-02
2.620540180060020248e+02,4.971622202813992530e-02
2.623541180393464174e+02,6.107321072396593165e-02
2.626542180726909237e+02,8.123764346455539243e-02
2.629543181060353163e+02,6.138097088109849275e-02
2.632544181393797658e+02,7.199591786845967178e-02
2.635545181727242152e+02,3.150113545292944350e-02
2.638546182060686647e+02,5.571106945924826637e-02
2.641547182394131141e+02,5.878851601998665716e-02
2.644548182727575636e+02,7.369143510043538181e-02
2.647549183061020130e+02,5.890958379436833647e-02
2.650550183394464625e+02,7.281143756457744698e-02
2.653551183727909120e+02,4.678698271781511764e-02
2.656552184061353614e+02,6.417078832089101459e-02
2.659553184394798109e+02,6.544934607619422307e-02
2.662554184728242603e+02,3.229642884638869726e-02
2.665555185061687098e+02,6.094223075301833520e-02
2.668556185395131592e+02,5.116330418980138961e-02
2.671557185728576087e+02,1.962746617793036802e-02
2.674558186062020582e+02,7.701559524338072449e-02
2.677559186395465076e+02,5.074808281269605620e-02
2.680560186728909571e+02,4.107480056633198984e-02
2.683561187062354065e+02,5.071315496608743562e-02
2.686562187395798560e+02,6.115991911003605674e-02
2.689563187729243054e+02,8.869005335822192915e-02
2.692564188062687549e+02,5.534867000018076078e-02
2.695565188396132044e+02,6.825046652806054936e-02
2.698566188729575970e+02,8.640839119719499750e-02
2.701567189063021033e+02,6.974179832692099790e-02
2.704568189396464959e+02,8.057554432228830610e-02
2.707569189729910022e+02,4.980701938476742030e-02
2.710570190063353948e+02,7.489063291685282842e-02
2.713571190396799011e+02,5.844202318916775357e-02
2.716572190730242937e+02,8.122112429902607345e-02
2.719573191063688000e+02,3.979251662988435301e-02
2.722574191397131926e+02,4.440280632430814584e-02
2.725575191730576989e+02,8.549828363005608500e-02
2.728576192064020915e+02,5.633109367875753504e-02
2.731577192397465979e+02,5.320210404979913710e-02
2.734578192730909905e+02,6.206072488880332028e-02
2.737579193064354968e+02,4.684669533432783001e-02
2.740580193397798894e+02,8.740224112406527746e-02
2.743581193731243957e+02,3.590632414899326552e-02
